name,location,trade,grade_type,attribution,url
长春圣心积善医院,吉林省,私立医院,二丙,专科医院,
高新园区张晶口腔诊所,吉林省,私立医院,未定级,专科医院,
赣州市立医院,江西省,公立医院,三甲,综合医院,
九江市第一人民医院,江西省,公立医院,三甲,综合医院,
南昌大学第二附属医院,江西省,公立医院,三甲,综合医院,
南昌大学第四附属医院,江西省,公立医院,三甲,综合医院,
南昌大学第一附属医院,江西省,公立医院,三甲,综合医院,
南昌市第三医院,江西省,公立医院,三甲,综合医院,
南昌市第一医院,江西省,公立医院,三甲,综合医院,
南昌市中心医院（青山湖院区）/南昌市第九医院,江西省,公立医院,三甲,综合医院,
上饶市立医院,江西省,公立医院,三甲,综合医院,
宜春市人民医院,江西省,公立医院,三甲,综合医院,
宜春市人民医院北院区,江西省,公立医院,三甲,综合医院,
鹰潭市人民医院,江西省,公立医院,三甲,综合医院,
抚州市第一人民医院,江西省,公立医院,三甲,综合医院,
赣南医学院第一附属医院,江西省,公立医院,三甲,综合医院,
赣州市人民医院,江西省,公立医院,三甲,综合医院,
江西省人民医院,江西省,公立医院,三甲,综合医院,
江西省人民医院红谷滩院区,江西省,公立医院,三甲,综合医院,
江西中医药大学第二附属医院,江西省,公立医院,三甲,综合医院,
吉安市中心人民医院,江西省,公立医院,三甲,综合医院,
景德镇市第二人民医院,江西省,公立医院,三甲,综合医院,
景德镇市第三人民医院,江西省,公立医院,三甲,综合医院,
景德镇市第一人民医院,江西省,公立医院,三甲,综合医院,
井冈山大学附属医院,江西省,公立医院,三甲,综合医院,
九江市第三人民医院,江西省,公立医院,三甲,综合医院,
九江学院附属医院东院,江西省,公立医院,三甲,综合医院,
九江学院附属医院西院,江西省,公立医院,三甲,综合医院,
南昌大学第一附属医院象湖院区,江西省,公立医院,三甲,综合医院,
南昌市第二医院,江西省,公立医院,三甲,综合医院,
萍乡市第二人民医院,江西省,公立医院,三甲,综合医院,
萍乡市人民医院,江西省,公立医院,三甲,综合医院,
上饶市人民医院,江西省,公立医院,三甲,综合医院,
武警江西总队医院,江西省,公立医院,三甲,综合医院,
湘雅萍矿合作医院,江西省,公立医院,三甲,综合医院,
新余市人民医院,江西省,公立医院,三甲,综合医院,
中国人民解放军第一七一医院,江西省,公立医院,三甲,综合医院,
中国人民解放军联勤保障部队第九〇八医院,江西省,公立医院,三甲,综合医院,
中国人民解放军联勤保障部队第九〇八医院鹰潭分院,江西省,公立医院,三甲,综合医院,
赣州市第三人民医院,江西省,公立医院,三甲,专科医院,
赣州市第五人民医院,江西省,公立医院,三甲,专科医院,
赣州市妇幼保健院,江西省,公立医院,三甲,专科医院,
赣州市中医院,江西省,公立医院,三甲,专科医院,
江西省儿童医院,江西省,公立医院,三甲,专科医院,
江西省妇幼保健院,江西省,公立医院,三甲,专科医院,
江西省精神病院,江西省,公立医院,三甲,专科医院,
江西省胸科医院,江西省,公立医院,三甲,专科医院,
江西省肿瘤医院,江西省,公立医院,三甲,专科医院,
景德镇市妇幼保健院,江西省,公立医院,三甲,专科医院,
九江市妇幼保健院,江西省,公立医院,三甲,专科医院,
九江市中医医院,江西省,公立医院,三甲,专科医院,
南昌大学附属口腔医院,江西省,公立医院,三甲,专科医院,
南昌大学附属眼科医院,江西省,公立医院,三甲,专科医院,
赣州市肿瘤医院,江西省,公立医院,三甲,专科医院,
江西省儿童医院红谷滩院区,江西省,公立医院,三甲,专科医院,
江西省妇幼保健院红谷滩院区,江西省,公立医院,三甲,专科医院,
江西省皮肤病专科医院,江西省,公立医院,三甲,专科医院,
江西中医药大学附属医院,江西省,公立医院,三甲,专科医院,
吉安市第三人民医院,江西省,公立医院,三甲,专科医院,
吉安市妇幼保健院,江西省,公立医院,三甲,专科医院,
景德镇市中医医院,江西省,公立医院,三甲,专科医院,
九江市第五人民医院,江西省,公立医院,三甲,专科医院,
南昌市洪都中医院,江西省,公立医院,三甲,专科医院,
萍乡市妇幼保健院,江西省,公立医院,三甲,专科医院,
萍乡市中医院,江西省,公立医院,三甲,专科医院,
新余市妇幼保健院,江西省,公立医院,三甲,专科医院,
新余市中医院,江西省,公立医院,三甲,专科医院,
宜春市中医院,江西省,公立医院,三甲,专科医院,
鹰潭市中医院,江西省,公立医院,三甲,专科医院,
南昌大学第一附属医院高新医院,江西省,公立医院,三乙,综合医院,
丰城市人民医院,江西省,公立医院,三乙,综合医院,
都昌县中医院,江西省,公立医院,三乙,专科医院,
江西省荣誉军人康复医院,江西省,公立医院,三乙,专科医院,
泰和县中医院,江西省,公立医院,三乙,专科医院,
修水县中医院,江西省,公立医院,三乙,专科医院,
宜春市妇幼保健院,江西省,公立医院,三乙,专科医院,
新钢中心医院,江西省,公立医院,三丙,综合医院,
江西省上犹县人民医院,江西省,公立医院,二甲,综合医院,
黎川县人民医院,江西省,公立医院,二甲,综合医院,
安福县人民医院,江西省,公立医院,二甲,综合医院,
安义县人民医院,江西省,公立医院,二甲,综合医院,
安义县中医院,江西省,公立医院,二甲,综合医院,
安远县人民医院,江西省,公立医院,二甲,综合医院,
崇仁县人民医院,江西省,公立医院,二甲,综合医院,
崇义县人民医院,江西省,公立医院,二甲,综合医院,
大余县人民医院,江西省,公立医院,二甲,综合医院,
德安县人民医院,江西省,公立医院,二甲,综合医院,
德兴市大茅山企业集团职工医院,江西省,公立医院,二甲,综合医院,
德兴市人民医院,江西省,公立医院,二甲,综合医院,
定南县第一人民医院,江西省,公立医院,二甲,综合医院,
定南县人民医院,江西省,公立医院,二甲,综合医院,
定南中山医院,江西省,公立医院,二甲,综合医院,
都昌县人民医院,江西省,公立医院,二甲,综合医院,
丰城矿务局总医院,江西省,公立医院,二甲,综合医院,
丰城洛市矿务局职工医院,江西省,公立医院,二甲,综合医院,
奉新县人民医院,江西省,公立医院,二甲,综合医院,
分宜县人民医院,江西省,公立医院,二甲,综合医院,
抚州市第二医院,江西省,公立医院,二甲,综合医院,
抚州市东乡区人民医院,江西省,公立医院,二甲,综合医院,
抚州市临川区第三人民医院,江西省,公立医院,二甲,综合医院,
抚州市临川区人民医院,江西省,公立医院,二甲,综合医院,
赣县人民医院,江西省,公立医院,二甲,综合医院,
赣州东河医院,江西省,公立医院,二甲,综合医院,
赣州市南康区第一人民医院,江西省,公立医院,二甲,综合医院,
高安瑞州医院,江西省,公立医院,二甲,综合医院,
广昌县人民医院,江西省,公立医院,二甲,综合医院,
广丰区人民医院,江西省,公立医院,二甲,综合医院,
贵溪市人民医院,江西省,公立医院,二甲,综合医院,
横峰县人民医院,江西省,公立医院,二甲,综合医院,
会昌县人民医院,江西省,公立医院,二甲,综合医院,
湖口县人民医院,江西省,公立医院,二甲,综合医院,
江西凤凰第一医院,江西省,公立医院,二甲,综合医院,
江西桑海企业集团职工医院,江西省,公立医院,二甲,综合医院,
江西省蚕桑茶叶研究所职工医院,江西省,公立医院,二甲,综合医院,
江西省长征医院,江西省,公立医院,二甲,综合医院,
江西中医学院第四附属医院,江西省,公立医院,二甲,综合医院,
江西中医药高等专科学校附属医院,江西省,公立医院,二甲,综合医院,
吉安市第一人民医院,江西省,公立医院,二甲,综合医院,
吉安县人民医院,江西省,公立医院,二甲,综合医院,
靖安县人民医院,江西省,公立医院,二甲,综合医院,
景德镇市三三五医院,江西省,公立医院,二甲,综合医院,
进贤县人民医院,江西省,公立医院,二甲,综合医院,
金溪县人民医院,江西省,公立医院,二甲,综合医院,
吉水县人民医院,江西省,公立医院,二甲,综合医院,
九江市柴桑区人民医院,江西省,公立医院,二甲,综合医院,
九江市第六人民医院,江西省,公立医院,二甲,综合医院,
九江石化医院,江西省,公立医院,二甲,综合医院,
乐安县人民医院,江西省,公立医院,二甲,综合医院,
乐平市人民医院,江西省,公立医院,二甲,综合医院,
莲花县人民医院,江西省,公立医院,二甲,综合医院,
龙南县人民医院,江西省,公立医院,二甲,综合医院,
庐山市人民医院,江西省,公立医院,二甲,综合医院,
芦溪县人民医院,江西省,公立医院,二甲,综合医院,
南昌大学景德镇医院,江西省,公立医院,二甲,综合医院,
南昌大学萍乡医院,江西省,公立医院,二甲,综合医院,
南昌大学鹰潭医院,江西省,公立医院,二甲,综合医院,
南昌钢铁公司职工医院,江西省,公立医院,二甲,综合医院,
南昌市高新医院,江西省,公立医院,二甲,综合医院,
南昌市新建区人民医院,江西省,公立医院,二甲,综合医院,
南昌县人民医院,江西省,公立医院,二甲,综合医院,
南城县人民医院,江西省,公立医院,二甲,综合医院,
南丰县人民医院,江西省,公立医院,二甲,综合医院,
彭泽县人民医院,江西省,公立医院,二甲,综合医院,
萍乡市湘东区人民医院,江西省,公立医院,二甲,综合医院,
鄱阳县人民医院,江西省,公立医院,二甲,综合医院,
全南县人民医院,江西省,公立医院,二甲,综合医院,
瑞昌市人民医院,江西省,公立医院,二甲,综合医院,
上栗县人民医院,江西省,公立医院,二甲,综合医院,
上犹县人民医院,江西省,公立医院,二甲,综合医院,
石城县人民医院,江西省,公立医院,二甲,综合医院,
遂川县人民医院,江西省,公立医院,二甲,综合医院,
泰和县人民医院,江西省,公立医院,二甲,综合医院,
天津长芦海晶集团有限公司医院,江西省,公立医院,二甲,综合医院,
铜鼓县人民医院,江西省,公立医院,二甲,综合医院,
万安县人民医院,江西省,公立医院,二甲,综合医院,
万年县人民医院,江西省,公立医院,二甲,综合医院,
万载县人民医院,江西省,公立医院,二甲,综合医院,
武宁县人民医院,江西省,公立医院,二甲,综合医院,
婺源县人民医院,江西省,公立医院,二甲,综合医院,
峡江县人民医院,江西省,公立医院,二甲,综合医院,
信丰县人民医院,江西省,公立医院,二甲,综合医院,
新钢公司第一医院,江西省,公立医院,二甲,综合医院,
新干县人民医院,江西省,公立医院,二甲,综合医院,
兴国县第二医院,江西省,公立医院,二甲,综合医院,
兴国县人民医院,江西省,公立医院,二甲,综合医院,
新余市第二人民医院,江西省,公立医院,二甲,综合医院,
寻乌县人民医院,江西省,公立医院,二甲,综合医院,
铅山县人民医院,江西省,公立医院,二甲,综合医院,
宜春市第二人民医院,江西省,公立医院,二甲,综合医院,
宜春新建医院,江西省,公立医院,二甲,综合医院,
宜春学院第二附属医院,江西省,公立医院,二甲,综合医院,
宜丰县人民医院,江西省,公立医院,二甲,综合医院,
宜黄县人民医院,江西省,公立医院,二甲,综合医院,
弋阳县第二人民医院,江西省,公立医院,二甲,综合医院,
弋阳县人民医院,江西省,公立医院,二甲,综合医院,
永丰县人民医院,江西省,公立医院,二甲,综合医院,
永新县人民医院,江西省,公立医院,二甲,综合医院,
永修县人民医院,江西省,公立医院,二甲,综合医院,
袁州区红十字会医院,江西省,公立医院,二甲,综合医院,
余干县人民医院,江西省,公立医院,二甲,综合医院,
余江区人民医院,江西省,公立医院,二甲,综合医院,
玉山县人民医院,江西省,公立医院,二甲,综合医院,
樟树市人民医院,江西省,公立医院,二甲,综合医院,
中国第四冶金建设公司职工总医院,江西省,公立医院,二甲,综合医院,
资溪县人民医院,江西省,公立医院,二甲,综合医院,
崇义县中医院,江西省,公立医院,二甲,专科医院,
安福县中医院,江西省,公立医院,二甲,专科医院,
崇仁县中医院,江西省,公立医院,二甲,专科医院,
德安县中医院,江西省,公立医院,二甲,专科医院,
德兴市中医院,江西省,公立医院,二甲,专科医院,
定南县中医院,江西省,公立医院,二甲,专科医院,
东乡县妇幼保健院,江西省,公立医院,二甲,专科医院,
东乡县中医院,江西省,公立医院,二甲,专科医院,
丰城市妇幼保健院,江西省,公立医院,二甲,专科医院,
奉新县中医院,江西省,公立医院,二甲,专科医院,
分宜县中医院,江西省,公立医院,二甲,专科医院,
抚州临川第三医院,江西省,公立医院,二甲,专科医院,
抚州市临川区第一中医院,江西省,公立医院,二甲,专科医院,
赣南中西医结合医院,江西省,公立医院,二甲,专科医院,
赣州市南康区中医院,江西省,公立医院,二甲,专科医院,
赣州市中西医结合医院,江西省,公立医院,二甲,专科医院,
高安市立医院,江西省,公立医院,二甲,专科医院,
高安市中医院,江西省,公立医院,二甲,专科医院,
贵溪市中医院,江西省,公立医院,二甲,专科医院,
会昌县妇幼保健院,江西省,公立医院,二甲,专科医院,
江西医学院上饶分院附属医院,江西省,公立医院,二甲,专科医院,
吉安市中医院,江西省,公立医院,二甲,专科医院,
吉安县妇幼保健院,江西省,公立医院,二甲,专科医院,
吉安县中医院,江西省,公立医院,二甲,专科医院,
靖安县中医院,江西省,公立医院,二甲,专科医院,
金溪县中医院,江西省,公立医院,二甲,专科医院,
吉水县中医院,江西省,公立医院,二甲,专科医院,
九江市濂溪区肿瘤内科医院,江西省,公立医院,二甲,专科医院,
九江县中医院,江西省,公立医院,二甲,专科医院,
乐安县中医院,江西省,公立医院,二甲,专科医院,
乐平市中医院,江西省,公立医院,二甲,专科医院,
黎川县中医院,江西省,公立医院,二甲,专科医院,
龙南县中医院,江西省,公立医院,二甲,专科医院,
芦溪县中医院,江西省,公立医院,二甲,专科医院,
南昌县中医院,江西省,公立医院,二甲,专科医院,
南城县中医院,江西省,公立医院,二甲,专科医院,
南丰县中医院,江西省,公立医院,二甲,专科医院,
宁都县中医院,江西省,公立医院,二甲,专科医院,
彭泽县妇幼保健院,江西省,公立医院,二甲,专科医院,
萍乡市第三人民医院,江西省,公立医院,二甲,专科医院,
萍乡市湘东区中医院,江西省,公立医院,二甲,专科医院,
全南县中医院,江西省,公立医院,二甲,专科医院,
瑞昌市中医院,江西省,公立医院,二甲,专科医院,
瑞金市妇幼保健院,江西省,公立医院,二甲,专科医院,
上高县中医院,江西省,公立医院,二甲,专科医院,
上栗县中医院,江西省,公立医院,二甲,专科医院,
上饶市广丰区中医院,江西省,公立医院,二甲,专科医院,
上饶市中医院,江西省,公立医院,二甲,专科医院,
上饶县中医院,江西省,公立医院,二甲,专科医院,
石城县中医院,江西省,公立医院,二甲,专科医院,
遂川县中医院,江西省,公立医院,二甲,专科医院,
万安县中医院,江西省,公立医院,二甲,专科医院,
万年县中医院,江西省,公立医院,二甲,专科医院,
万载县中医院,江西省,公立医院,二甲,专科医院,
武宁县妇幼保健院,江西省,公立医院,二甲,专科医院,
武宁县中医院,江西省,公立医院,二甲,专科医院,
婺源县中医院,江西省,公立医院,二甲,专科医院,
峡江县中医院,江西省,公立医院,二甲,专科医院,
信丰县中医院,江西省,公立医院,二甲,专科医院,
新干县妇幼保健所,江西省,公立医院,二甲,专科医院,
新干县中医院,江西省,公立医院,二甲,专科医院,
兴国县中医院,江西省,公立医院,二甲,专科医院,
修水县妇幼保健院,江西省,公立医院,二甲,专科医院,
宜丰县中医院,江西省,公立医院,二甲,专科医院,
宜黄县妇幼保健院,江西省,公立医院,二甲,专科医院,
永丰县中医院,江西省,公立医院,二甲,专科医院,
永新县中医院,江西省,公立医院,二甲,专科医院,
永修县中医院,江西省,公立医院,二甲,专科医院,
于都县妇幼保健院,江西省,公立医院,二甲,专科医院,
于都县中医院,江西省,公立医院,二甲,专科医院,
余干县中医院,江西省,公立医院,二甲,专科医院,
余江县中医院,江西省,公立医院,二甲,专科医院,
玉山县中医院,江西省,公立医院,二甲,专科医院,
樟树市中医院,江西省,公立医院,二甲,专科医院,
资溪县妇幼保健所,江西省,公立医院,二甲,专科医院,
抚州市临川区第二人民医院,江西省,公立医院,二乙,综合医院,
国营七二一矿职工医院,江西省,公立医院,二乙,综合医院,
江铜集团银山医院,江西省,公立医院,二乙,综合医院,
吉安市第二人民医院,江西省,公立医院,二乙,综合医院,
井冈山市人民医院,江西省,公立医院,二乙,综合医院,
六二一四医院,江西省,公立医院,二乙,综合医院,
南昌大学向塘医院,江西省,公立医院,二乙,综合医院,
修水县第二人民医院,江西省,公立医院,二乙,综合医院,
于都县第二人民医院,江西省,公立医院,二乙,综合医院,
广昌县中医院,江西省,公立医院,二乙,专科医院,
景德镇市第四人民医院,江西省,公立医院,二乙,专科医院,
星子县中医院,江西省,公立医院,二乙,专科医院,
资溪县中医院,江西省,公立医院,二乙,专科医院,
上饶市第五人民医院,江西省,私立医院,三甲,专科医院,
江西中寰医院,江西省,私立医院,三乙,综合医院,
昌江医院,江西省,私立医院,二甲,综合医院,
赣南医学院第二附属医院,江西省,私立医院,二甲,综合医院,
抚州市第五医院,江西省,私立医院,二甲,综合医院,
上饶东方医院,江西省,私立医院,二甲,综合医院,
宜春浙赣友好医院,江西省,私立医院,二甲,综合医院,
樟树清江医院,江西省,私立医院,二甲,综合医院,
定南县妇幼保健院,江西省,私立医院,二甲,专科医院,
奉新第二中医院,江西省,私立医院,二甲,专科医院,
会昌县中医院,江西省,私立医院,二甲,专科医院,
龙南县妇幼保健院,江西省,私立医院,二甲,专科医院,
玉山博爱医院,江西省,私立医院,二乙,综合医院,
崇仁同造血液透析中心,江西省,私立医院,二乙,专科医院,
东乡骨伤科医院,江西省,私立医院,二乙,专科医院,
乐平精神病医院,江西省,私立医院,二乙,专科医院,
萍乡赣西肿瘤医院,江西省,私立医院,二丙,综合医院,
南昌城南医院,江西省,私立医院,一级,综合医院,
赤峰市宁城县中心医院,内蒙古自治区,公立医院,三甲,综合医院,
鄂尔多斯市中医医院,内蒙古自治区,公立医院,三甲,综合医院,
内蒙古包钢医院,内蒙古自治区,公立医院,三甲,综合医院,
乌兰察布市中心医院,内蒙古自治区,公立医院,三甲,综合医院,
包钢集团第三职工医院,内蒙古自治区,公立医院,三甲,综合医院,
包头市中心医院,内蒙古自治区,公立医院,三甲,综合医院,
巴彦淖尔市医院,内蒙古自治区,公立医院,三甲,综合医院,
赤峰市医院,内蒙古自治区,公立医院,三甲,综合医院,
赤峰学院附属医院,内蒙古自治区,公立医院,三甲,综合医院,
鄂尔多斯市中心医院,内蒙古自治区,公立医院,三甲,综合医院,
呼伦贝尔市第二人民医院,内蒙古自治区,公立医院,三甲,综合医院,
呼伦贝尔市人民医院,内蒙古自治区,公立医院,三甲,综合医院,
内蒙古北方医院,内蒙古自治区,公立医院,三甲,综合医院,
内蒙古第四医院,内蒙古自治区,公立医院,三甲,综合医院,
内蒙古科技大学第一附属医院,内蒙古自治区,公立医院,三甲,综合医院,
内蒙古林业总医院,内蒙古自治区,公立医院,三甲,综合医院,
内蒙古民族大学附属医院,内蒙古自治区,公立医院,三甲,综合医院,
内蒙古医科大学附属医院,内蒙古自治区,公立医院,三甲,综合医院,
内蒙古自治区人民医院,内蒙古自治区,公立医院,三甲,综合医院,
通辽市蒙医整骨医院,内蒙古自治区,公立医院,三甲,综合医院,
通辽市医院,内蒙古自治区,公立医院,三甲,综合医院,
乌海市人民医院,内蒙古自治区,公立医院,三甲,综合医院,
武警内蒙古总队医院,内蒙古自治区,公立医院,三甲,综合医院,
中国人民解放军联勤保障部队第九六九医院,内蒙古自治区,公立医院,三甲,综合医院,
包头市肿瘤医院,内蒙古自治区,公立医院,三甲,专科医院,
内蒙古自治区中医医院,内蒙古自治区,公立医院,三甲,专科医院,
包头市第七医院,内蒙古自治区,公立医院,三甲,专科医院,
包头市蒙医中医院,内蒙古自治区,公立医院,三甲,专科医院,
巴彦淖尔市中医院,内蒙古自治区,公立医院,三甲,专科医院,
呼和浩特市第二医院,内蒙古自治区,公立医院,三甲,专科医院,
内蒙古妇幼保健院,内蒙古自治区,公立医院,三甲,专科医院,
内蒙古医科大学第二附属医院,内蒙古自治区,公立医院,三甲,专科医院,
内蒙古医科大学附属人民医院,内蒙古自治区,公立医院,三甲,专科医院,
内蒙古自治区精神卫生中心,内蒙古自治区,公立医院,三甲,专科医院,
通辽市传染病医院,内蒙古自治区,公立医院,三甲,专科医院,
锡林郭勒盟蒙医医院,内蒙古自治区,公立医院,三甲,专科医院,
包头医学院第二附属医院,内蒙古自治区,公立医院,三乙,综合医院,
锡林郭勒盟中心医院,内蒙古自治区,公立医院,三乙,综合医院,
巴林左旗蒙医中医医院,内蒙古自治区,公立医院,三乙,综合医院,
赤峰市第二医院,内蒙古自治区,公立医院,三乙,综合医院,
呼和浩特市第一医院,内蒙古自治区,公立医院,三乙,综合医院,
呼和浩特市中蒙医院,内蒙古自治区,公立医院,三乙,综合医院,
锡林郭勒盟医院,内蒙古自治区,公立医院,三乙,综合医院,
兴安盟人民医院,内蒙古自治区,公立医院,三乙,综合医院,
扎兰屯市中蒙医院,内蒙古自治区,公立医院,三乙,综合医院,
准格尔旗中蒙医院,内蒙古自治区,公立医院,三乙,综合医院,
阿鲁科尔沁旗中医医院,内蒙古自治区,公立医院,三乙,专科医院,
呼伦贝尔市中蒙医院,内蒙古自治区,公立医院,三乙,专科医院,
四子王旗中西医结合医院,内蒙古自治区,公立医院,三乙,专科医院,
乌海市蒙中医院,内蒙古自治区,公立医院,三乙,专科医院,
阿鲁科尔沁旗医院,内蒙古自治区,公立医院,二甲,综合医院,
敖汉旗蒙医中医医院,内蒙古自治区,公立医院,二甲,综合医院,
敖汉旗医院,内蒙古自治区,公立医院,二甲,综合医院,
阿荣旗人民医院,内蒙古自治区,公立医院,二甲,综合医院,
阿荣旗中蒙医院,内蒙古自治区,公立医院,二甲,综合医院,
巴林右旗人民医院,内蒙古自治区,公立医院,二甲,综合医院,
巴林右旗医院,内蒙古自治区,公立医院,二甲,综合医院,
巴林左旗医院,内蒙古自治区,公立医院,二甲,综合医院,
包头矿务局医院,内蒙古自治区,公立医院,二甲,综合医院,
包头市九原区蒙医中医医院,内蒙古自治区,公立医院,二甲,综合医院,
包头市土默特右旗医院,内蒙古自治区,公立医院,二甲,综合医院,
包头市中心医院固阳分院,内蒙古自治区,公立医院,二甲,综合医院,
巴彦淖尔市临河人民医院,内蒙古自治区,公立医院,二甲,综合医院,
赤峰市第二蒙医中医医院,内蒙古自治区,公立医院,二甲,综合医院,
赤峰市平庄矿区总医院,内蒙古自治区,公立医院,二甲,综合医院,
赤峰市中蒙医院,内蒙古自治区,公立医院,二甲,综合医院,
达茂联合旗人民医院,内蒙古自治区,公立医院,二甲,综合医院,
磴口县人民医院,内蒙古自治区,公立医院,二甲,综合医院,
多伦县人民医院,内蒙古自治区,公立医院,二甲,综合医院,
鄂尔多斯市东胜区人民医院,内蒙古自治区,公立医院,二甲,综合医院,
鄂温克族自治旗蒙医医院,内蒙古自治区,公立医院,二甲,综合医院,
根河市人民医院,内蒙古自治区,公立医院,二甲,综合医院,
国营202厂职工医院,内蒙古自治区,公立医院,二甲,综合医院,
固阳县医院,内蒙古自治区,公立医院,二甲,综合医院,
海拉尔农垦总医院,内蒙古自治区,公立医院,二甲,综合医院,
杭锦后旗人民医院,内蒙古自治区,公立医院,二甲,综合医院,
杭锦后旗医院,内蒙古自治区,公立医院,二甲,综合医院,
呼和浩特市新城区医院,内蒙古自治区,公立医院,二甲,综合医院,
呼伦贝尔市海拉尔区人民医院,内蒙古自治区,公立医院,二甲,综合医院,
呼伦贝尔市蒙医医院,内蒙古自治区,公立医院,二甲,综合医院,
霍林郭勒市人民医院,内蒙古自治区,公立医院,二甲,综合医院,
集宁市人民医院,内蒙古自治区,公立医院,二甲,综合医院,
开鲁县县医院,内蒙古自治区,公立医院,二甲,综合医院,
科尔沁左翼后旗人民医院,内蒙古自治区,公立医院,二甲,综合医院,
克什克腾旗医院,内蒙古自治区,公立医院,二甲,综合医院,
科右前旗人民医院,内蒙古自治区,公立医院,二甲,综合医院,
科左后旗第二人民医院,内蒙古自治区,公立医院,二甲,综合医院,
库伦旗蒙医医院,内蒙古自治区,公立医院,二甲,综合医院,
库伦旗医院,内蒙古自治区,公立医院,二甲,综合医院,
林西县中蒙医院,内蒙古自治区,公立医院,二甲,综合医院,
满洲里市人民医院,内蒙古自治区,公立医院,二甲,综合医院,
莫力达瓦达斡尔族自治旗人民医院,内蒙古自治区,公立医院,二甲,综合医院,
内蒙赤峰宝山医院,内蒙古自治区,公立医院,二甲,综合医院,
内蒙古科技大学第四附属医院,内蒙古自治区,公立医院,二甲,综合医院,
内蒙古准格尔煤炭工业公司职工总医院,内蒙古自治区,公立医院,二甲,综合医院,
内蒙古自治区通辽市科左中旗医院,内蒙古自治区,公立医院,二甲,综合医院,
通辽市第二人民医院,内蒙古自治区,公立医院,二甲,综合医院,
通辽市科尔沁左翼中旗中心医院,内蒙古自治区,公立医院,二甲,综合医院,
通辽市奈曼旗人民医院,内蒙古自治区,公立医院,二甲,综合医院,
翁牛特旗医院,内蒙古自治区,公立医院,二甲,综合医院,
乌达中心医院,内蒙古自治区,公立医院,二甲,综合医院,
乌兰察布医学高等专科学校附属医院,内蒙古自治区,公立医院,二甲,综合医院,
乌兰浩特市人民医院,内蒙古自治区,公立医院,二甲,综合医院,
乌兰浩特市中西医结合医院,内蒙古自治区,公立医院,二甲,综合医院,
乌拉特前旗蒙医中医医院,内蒙古自治区,公立医院,二甲,综合医院,
乌拉特前旗人民医院,内蒙古自治区,公立医院,二甲,综合医院,
新巴尔虎左旗人民医院,内蒙古自治区,公立医院,二甲,综合医院,
牙克石市人民医院,内蒙古自治区,公立医院,二甲,综合医院,
牙克石市中蒙医院,内蒙古自治区,公立医院,二甲,综合医院,
扎鲁特旗人民医院,内蒙古自治区,公立医院,二甲,综合医院,
扎赉诺尔矿务局西山矿职工医院,内蒙古自治区,公立医院,二甲,综合医院,
扎赉特旗人民医院,内蒙古自治区,公立医院,二甲,综合医院,
扎兰屯市医院,内蒙古自治区,公立医院,二甲,综合医院,
扎煤公司总医院,内蒙古自治区,公立医院,二甲,综合医院,
中国人民解放军第二九一医院,内蒙古自治区,公立医院,二甲,综合医院,
准格尔旗人民医院,内蒙古自治区,公立医院,二甲,综合医院,
准格尔旗中心医院,内蒙古自治区,公立医院,二甲,综合医院,
包头市第六医院,内蒙古自治区,公立医院,二甲,专科医院,
包头市青山区中医院,内蒙古自治区,公立医院,二甲,专科医院,
巴彦淖尔市红十字临河张利民眼科医院,内蒙古自治区,公立医院,二甲,专科医院,
巴彦淖尔市口腔医院,内蒙古自治区,公立医院,二甲,专科医院,
赤峰宝山中医院,内蒙古自治区,公立医院,二甲,专科医院,
达拉特旗中蒙医院,内蒙古自治区,公立医院,二甲,专科医院,
磴口县蒙中医医院,内蒙古自治区,公立医院,二甲,专科医院,
鄂尔多斯市第二人民医院,内蒙古自治区,公立医院,二甲,专科医院,
杭锦后旗妇幼保健院,内蒙古自治区,公立医院,二甲,专科医院,
呼伦贝尔市海拉尔区传染病院,内蒙古自治区,公立医院,二甲,专科医院,
科尔沁左翼中旗中医医院,内蒙古自治区,公立医院,二甲,专科医院,
内蒙古通辽市科尔沁区妇幼保健院,内蒙古自治区,公立医院,二甲,专科医院,
内蒙古乌海市海渤湾区中医院,内蒙古自治区,公立医院,二甲,专科医院,
商都县中医院,内蒙古自治区,公立医院,二甲,专科医院,
通辽市妇幼保健所,内蒙古自治区,公立医院,二甲,专科医院,
通辽市妇幼保健院,内蒙古自治区,公立医院,二甲,专科医院,
通辽市中医院,内蒙古自治区,公立医院,二甲,专科医院,
突泉县中医医院,内蒙古自治区,公立医院,二甲,专科医院,
翁牛特旗中蒙医院,内蒙古自治区,公立医院,二甲,专科医院,
乌海市海勃湾区中医院,内蒙古自治区,公立医院,二甲,专科医院,
五原县中蒙医院,内蒙古自治区,公立医院,二甲,专科医院,
扎赉特旗蒙医院,内蒙古自治区,公立医院,二甲,专科医院,
正蓝旗蒙医医院,内蒙古自治区,公立医院,二甲,专科医院,
阿尔山市医院,内蒙古自治区,公立医院,二乙,综合医院,
阿拉善右旗人民医院,内蒙古自治区,公立医院,二乙,综合医院,
阿拉善左旗人民医院,内蒙古自治区,公立医院,二乙,综合医院,
阿里河林业局职工医院,内蒙古自治区,公立医院,二乙,综合医院,
包铝集团医院,内蒙古自治区,公立医院,二乙,综合医院,
包头市白云矿区医院,内蒙古自治区,公立医院,二乙,综合医院,
包头市纺织总厂职工医院,内蒙古自治区,公立医院,二乙,综合医院,
察右后旗中心医院,内蒙古自治区,公立医院,二乙,综合医院,
